east,north,cat,area
1072746.42780494,1098521.33116917,175768,67495.47055700
1099042.10722044,1098521.33116917,175772,251983.09007900
890836.72770692,1097921.38693237,175791,360875.78257700
893761.80328366,1098611.32280469,175793,68395.41016400
1043375.66893696,1098311.35068629,175834,61195.89330500
1100092.13435055,1098491.33395733,175851,76494.86663100
1056366.0045752,1098581.32559285,175928,61195.89330500
1079721.60802639,1098671.31722837,175933,55796.25566000
1106002.28705432,1097681.40923765,175940,464368.83743100
1092891.9483155,1098371.34510997,176015,51296.55762300
914477.338522,1098491.33395733,176039,50396.61801600
1005904.70077956,1098101.37020341,176071,117892.08857200
1079316.59756192,1098581.32559285,176097,113392.39053600
1095292.01032719,1098401.34232181,176101,96293.53799400
1010149.81046272,1098551.32838101,176166,134990.94111300
1039970.58095789,1098341.34789813,176179,75594.92702400
1065771.24758348,1097021.47057717,176191,3866140.55349400
947523.19234536,1098161.36462709,176239,209685.92853000
949683.24815588,1098371.34510997,176243,75594.92702400
1020785.085252,1098521.33116917,176277,143990.33718800
1116307.55331699,1098251.35626261,176317,292480.37241300
911147.25248079,1098401.34232181,176338,52196.49723100
929132.71718084,1098041.37577973,176343,194386.95520400
1051400.87628853,1097681.40923765,176384,323078.31906500
1053005.91775884,1098311.35068629,176387,118792.02818000
906977.14473549,1098221.35905077,176422,53996.37644500
934592.85825742,1098311.35068629,176433,376174.75590300
1053680.93519963,1098251.35626261,176477,51296.55762300
1097647.07117615,1097801.39808501,176486,415772.09863000
886141.60639656,1098071.37299157,176503,192587.07598900
930167.74392338,1098401.34232181,176518,65695.59134200
986584.20158551,1098281.35347445,176531,139490.63915100
989494.27677467,1098341.34789813,176534,143990.33718800
880216.45330522,1098251.35626261,176579,67495.47055700
979354.01477531,1098101.37020341,176603,112492.45092800
1067091.28168991,1098131.36741525,176646,125091.60543200
962793.5868947,1098281.35347445,176694,60295.95369700
991474.32793431,1097861.39250869,176704,170088.58580300
1026170.22439071,1098191.36183893,176710,66595.53094900
1086906.79367387,1097771.40087317,176736,459869.13939400
1063461.18789724,1098251.35626261,176816,51296.55762300
920012.48153644,1098131.36741525,176849,63895.71212700
984349.14383713,1098341.34789813,176871,60295.95369700
1020395.0751751,1098251.35626261,176882,101693.17563900
1112557.45642373,1098011.37856789,176912,142190.45797300
904397.07807293,1098071.37299157,176929,75594.92702400
925367.61990001,1098131.36741525,176935,100793.23603100
978753.99927239,1098161.36462709,176957,53996.37644500
983419.1198076,1098221.35905077,176961,81894.50427600
1039355.56506739,1098221.35905077,176974,51296.55762300
1080246.62159145,1098131.36741525,176983,266382.12379700
1114072.49556861,1098161.36462709,177002,93593.71917200
1115542.53355077,1097741.40366133,177003,200686.53245500
881701.49167495,1098251.35626261,177014,92693.77956500
946248.15940166,1098221.35905077,177027,120591.90739500
952143.31171785,1097831.39529685,177030,120591.90739500
1088286.82933059,1098221.35905077,177142,55796.25566000
1009774.8007734,1098191.36183893,177211,160189.25012100
1062606.16580558,1098071.37299157,177228,131391.18268400
1066401.26386155,1098191.36183893,177230,241183.81479000
1072896.43168067,1097951.38414421,177231,78294.74584600
870646.20603363,1097801.39808501,177251,250183.21086400
948498.21753761,1098101.37020341,177275,98993.35681700
948828.22606422,1097801.39808501,177276,115192.26975000
1044050.68637775,1097801.39808501,177305,84594.32309800
882826.52074293,1097741.40366133,177338,278981.27830100
963288.59968461,1097741.40366133,177364,75594.92702400
984259.14151169,1098041.37577973,177374,65695.59134200
1007029.72984754,1097711.40644949,177381,136790.82032800
1077051.53903839,1097801.39808501,177414,458069.26017900
1104577.25023489,1097801.39808501,177425,182687.74030700
890146.70987856,1097861.39250869,177446,58496.07448300
879346.43082599,1097501.42596661,177530,238483.99596700
1048220.79412305,1097951.38414421,177591,65695.59134200
994174.39769746,1097891.38972053,177653,52196.49723100
1049450.82590404,1097921.38693237,177672,115192.26975000
1076691.52973664,1098041.37577973,177681,161989.12933600
1095262.00955204,1097831.39529685,177687,104392.99446100
881461.48547378,1097771.40087317,177708,66595.53094900
909347.20597203,1097921.38693237,177716,86394.20231300
919397.46564595,1097891.38972053,177722,139490.63915100
934262.84973081,1097651.41202581,177725,154789.61247700
1046090.73908768,1097831.39529685,177757,64795.65173500
1106497.29984423,1097921.38693237,177780,161089.18972900
994294.40079804,1098011.37856789,177829,84594.32309800
1090821.89483043,1097861.39250869,177869,379774.51433300
1091361.90878306,1097831.39529685,177870,74694.98741600
1092981.95064094,1097591.41760213,177873,183587.67991400
948018.20513527,1097981.38135605,177919,56696.19526800
990949.31436926,1097801.39808501,177931,50396.61801600
1084191.72352315,1097921.38693237,177952,51296.55762300
1090011.87390148,1097921.38693237,177954,119691.96778700
931502.77841738,1097411.43433109,177988,300579.82888000
1047965.78753431,1097381.43711925,178030,171888.46501800
887761.64825445,1097771.40087317,178085,269981.88222700
902252.02264999,1097681.40923765,178089,52196.49723100
1063671.19332326,1097741.40366133,178133,52196.49723100
1093551.96536872,1097411.43433109,178145,111592.51132100
872266.24789152,1097771.40087317,178154,70195.28937900
1045385.72087175,1097681.40923765,178206,218685.32460400
940593.01328663,1097561.42039029,178357,132291.12229100
998164.50079188,1097801.39808501,178368,248383.33164900
1072656.4254795,1097801.39808501,178398,61195.89330500
1097107.05722352,1096991.47336533,178405,397773.30648200
1098247.08667907,1097651.41202581,178406,87294.14192000
901922.01412338,1097501.42596661,178426,80094.62506100
1021010.09106559,1097681.40923765,178456,109792.63210600
1044770.70498126,1097591.41760213,178468,174588.28384000
1063146.17975821,1097681.40923765,178479,54896.31605300
1071621.39873696,1097771.40087317,178484,57596.13487500
1077861.55996734,1097681.40923765,178487,713652.10868700
1086291.77778338,1097261.44827189,178494,152989.73326200
1105252.26767567,1097351.43990741,178508,807245.82785900
1067871.30184371,1097771.40087317,178575,51296.55762300
1083831.7142214,1097141.45942453,178581,503966.18015700
997804.49149013,1097411.43433109,178656,84594.32309800
1117087.57347079,1097561.42039029,178713,56696.19526800
910532.2365903,1097561.42039029,178730,135890.88072100
1060296.10611933,1097411.43433109,178801,736150.59887200
970638.78959539,1097561.42039029,178853,125091.60543200
971058.80044743,1097351.43990741,178854,228584.66028600
986134.18995832,1097591.41760213,178862,207886.04931500
1049225.82009044,1097411.43433109,178884,99893.29642400
1068876.3278111,1097621.41481397,178893,143990.33718800
1073571.44912145,1097531.42317845,178895,53096.43683800
937367.92995843,1097471.42875477,178943,1409305.42522600
1003834.64729448,1097531.42317845,178962,55796.25566000
1095352.01187748,1097621.41481397,179001,83694.38349000
1051745.88520271,1097561.42039029,179056,54896.31605300
1063776.19603627,1097231.45106005,179065,177288.10266200
1067391.28944137,1097411.43433109,179068,151189.85404700
1074921.48400303,1097531.42317845,179071,105292.93406900
1088061.82351699,1097291.44548373,179162,75594.92702400
907427.15636268,1097471.42875477,179196,62995.77252000
1062366.15960441,1097291.44548373,179329,125991.54503900
1116127.54866611,1097381.43711925,179350,78294.74584600
909842.21876194,1097471.42875477,179367,62095.83291200
1066896.27665146,1097321.44269557,179424,91793.83995700
1093641.96769416,1097141.45942453,179440,93593.71917200
932177.79585816,1097321.44269557,179469,374374.87668800
1071696.40067483,1097351.43990741,179529,108892.69249800
1072446.42005348,1097351.43990741,179530,120591.90739500
1091511.91265879,1097201.45384821,179545,258282.66733000
901622.00637192,1097261.44827189,179569,150289.91444000
1000759.56784201,1097291.44548373,179590,112492.45092800
1059501.08557796,1097411.43433109,179611,72895.10820100
920342.49006305,1097351.43990741,179647,50396.61801600
986899.20972454,1097171.45663637,179666,53996.37644500
1020785.085252,1097111.46221269,179676,260082.54654500
1094691.99482427,1097021.47057717,179707,448169.92449700
1114042.49479346,1097291.44548373,179720,95393.59838700
1003804.64651934,1096961.47615349,179751,74694.98741600
1012864.88061344,1097261.44827189,179756,108892.69249800
1046570.75149002,1096781.49288245,179764,1034030.60893000
1068816.32626081,1097051.46778901,179772,313178.98338400
1089906.87118847,1097231.45106005,179784,186287.49873700
1092951.9498658,1097141.45942453,179786,365375.48061400
1098952.104895,1097231.45106005,179791,76494.86663100
900346.97342821,1097291.44548373,179903,60295.95369700
980494.04423086,1097261.44827189,179930,51296.55762300
1003384.63566729,1097171.45663637,179933,208785.98892200
1006924.72713452,1096991.47336533,179935,76494.86663100
1053950.94217594,1097171.45663637,179947,93593.71917200
1070151.36075481,1096961.47615349,179953,145790.21640300
1019825.06044732,1097051.46778901,180016,53096.43683800
972393.83494143,1096361.53191668,180261,344676.86964400
1048295.79606091,1096991.47336533,180289,62995.77252000
1076706.53012422,1097081.46500085,180300,95393.59838700
983164.11321886,1097171.45663637,180346,51296.55762300
994699.41126251,1097051.46778901,180351,77394.80623800
998644.51319422,1097081.46500085,180352,53996.37644500
1079091.59174833,1096661.50403509,180382,575061.40914400
959358.49814048,1096961.47615349,180431,109792.63210600
1079976.61461513,1096871.48451797,180471,108892.69249800
1092006.9254487,1096871.48451797,180477,73795.04780900
1056276.00224976,1097111.46221269,180546,51296.55762300
951648.29892794,1096931.47894165,180599,74694.98741600
923222.56447707,1096901.48172981,180692,71095.22898700
971748.81827579,1096841.48730613,180704,247483.39204200
998404.50699305,1096931.47894165,180711,123291.72621700
1085421.75530414,1096811.49009429,180747,225884.84146400
1090626.88979198,1096391.52912852,180749,956635.80269200
990544.30390479,1096901.48172981,180793,215985.50578200
1081536.65492273,1096061.55979828,180828,1405705.66679700
1098172.08474121,1095671.59604436,180833,629057.78558900
983479.12135789,1096721.49845877,180941,67495.47055700
1061736.14332634,1096361.53191668,180968,255582.84850800
1063371.1855718,1095731.59046804,181040,1359808.74681800
953028.33458466,1096841.48730613,181079,85494.26270500
999244.52869714,1096781.49288245,181091,142190.45797300
1076751.53128693,1096361.53191668,181122,564262.13385500
1012249.86472295,1096811.49009429,181189,51296.55762300
1045910.7344368,1096511.51797588,181203,92693.77956500
1047380.77241896,1094561.69920628,181280,1669387.97177100
1058451.05844785,1096691.50124693,181284,53996.37644500
1077906.56113006,1096661.50403509,181291,80994.56466800
1094091.97932135,1096661.50403509,181294,124191.66582400
1057806.04178221,1096571.51239957,181365,254682.90890100
1064196.20688832,1096781.49288245,181369,178188.04227000
1091661.91653452,1095011.65738388,181374,809045.70707400
1095277.00993961,1096271.54028116,181376,162889.06894400
1100197.13706357,1096331.53470484,181381,61195.89330500
871576.23006316,1096751.49567061,181390,59396.01409000
871291.22269927,1096481.52076404,181481,98093.41720900
889696.69825137,1096631.50682325,181484,197986.71363300
937082.92259454,1096631.50682325,181502,85494.26270500
979099.00818657,1096631.50682325,181514,77394.80623800
1010014.80697457,1096631.50682325,181591,82794.44388300
1067511.29254195,1095881.57652724,181613,983633.99091400
1103467.22155448,1096541.51518772,181623,76494.86663100
1013074.88603946,1096631.50682325,181667,73795.04780900
1103827.23085624,1096571.51239957,181698,67495.47055700
1099477.11846006,1096241.54306932,181775,388773.91040700
874591.30796534,1095851.5793154,181786,588560.50325500
1091751.91885995,1096601.50961141,181848,97193.47760200
1092381.93513802,1096451.5235522,181849,56696.19526800
1094646.99366155,1096481.52076404,181850,50396.61801600
1116727.56416903,1096601.50961141,181859,52196.49723100
968898.74463692,1096601.50961141,181885,81894.50427600
985729.17949385,1096301.537493,181890,80094.62506100
1060281.10573176,1096541.51518772,181919,152089.79365500
1108387.34867843,1096421.52634036,181943,78294.74584600
974493.88920165,1096451.5235522,181966,84594.32309800
1059336.08131466,1096301.537493,182005,274481.58026400
1071186.38749734,1096511.51797588,182007,84594.32309800
892321.76607665,1096391.52912852,182031,62995.77252000
969093.74967537,1096241.54306932,182049,72895.10820100
971673.81633793,1096211.54585748,182052,197086.77402600
933122.82027526,1096331.53470484,182114,51296.55762300
1031360.35849097,1096421.52634036,182143,68395.41016400
1037105.50693144,1096151.5514338,182146,230384.53950100
1036310.48639007,1096391.52912852,182220,74694.98741600
1075086.48826633,1096271.54028116,182240,89094.02113500
1094902.00025029,1096301.537493,182248,81894.50427600
989419.27483681,1096151.5514338,182275,80994.56466800
995644.43567961,1096001.5653746,182278,93593.71917200
1047305.7704811,1096391.52912852,182296,69295.34977200
942933.07374802,1096301.537493,182333,53096.43683800
1104127.2386077,1096301.537493,182396,70195.28937900
1077831.55919219,1096031.56258644,182456,174588.28384000
1114087.49595618,1096271.54028116,182470,174588.28384000
934382.8528314,1096211.54585748,182488,634457.42323400
1115782.53975193,1096211.54585748,182539,367175.35982900
1045955.73559952,1096301.537493,182597,253782.96929400
1070286.36424296,1096061.55979828,182611,102593.11524600
1108177.34325241,1096061.55979828,182687,71095.22898600
870991.21494781,1096121.55422196,182692,172788.40462500
965373.65355726,1096241.54306932,182715,58496.07448300
1096732.0475342,1095851.5793154,182749,566062.01307000
873931.29091213,1096151.5514338,182757,296980.07045000
926807.65710702,1095821.58210356,182771,128691.36386200
968178.72603341,1095911.57373908,182784,61195.89330500
979984.03105338,1096121.55422196,182790,247483.39204200
1061376.13402459,1096151.5514338,182815,80094.62506100
1046810.75769119,1095881.57652724,182898,213285.68695900
900811.98544298,1096091.55701012,182932,94493.65877900
1084341.72739888,1096151.5514338,183002,66595.53094900
873256.27347134,1096091.55701012,183020,449969.80371200
987259.21902629,1096061.55979828,183047,173688.34423300
998269.50350489,1095851.5793154,183123,136790.82032900
1079706.60763882,1095911.57373908,183146,220485.20381900
1116412.55603,1096121.55422196,183162,57596.13487500
951738.30125338,1095971.56816276,183178,76494.86663100
986809.2073991,1096061.55979828,183187,86394.20231300
1092066.92699899,1095761.58767988,183229,60295.95369700
871756.23471404,1095011.65738388,183240,1078127.64969400
989494.27677467,1095761.58767988,183337,80094.62506100
928412.69857734,1095971.56816276,183388,96293.53799400
1055900.99256044,1095851.5793154,183427,74694.98741600
1058961.07162533,1095731.59046804,183428,66595.53094900
1072236.41462746,1095881.57652724,183433,105292.93406900
1109707.38278486,1095911.57373908,183528,203386.35127800
956433.42256374,1095821.58210356,183550,80994.56466800
967218.70122874,1095701.5932562,183553,64795.65173500
1058001.04682066,1095671.59604436,183580,143090.39758000
1104247.24170828,1095491.61277332,183599,657855.85302800
1100677.1494659,1095881.57652724,183669,89993.96074200
920387.49122577,1095641.59883252,183693,105292.93406900
1055105.97201907,1095611.60162068,183730,125991.54503900
1062126.15340324,1094531.70199444,183733,2183253.48761100
1077516.55105316,1095341.62671412,183743,589460.44286300
1100002.13202512,1095821.58210356,183748,618258.51030000
889411.69088748,1095551.607197,183765,115192.26975000
906077.12148111,1095671.59604436,183773,121491.84700200
937172.92491998,1095671.59604436,183785,54896.31605300
1068816.32626081,1095821.58210356,183820,53996.37644500
1075476.49834323,1095551.607197,183823,51296.55762300
1093176.95567939,1095401.6211378,183825,427471.31352600
927062.66369576,1095551.607197,183847,87294.14192000
969093.74967537,1095431.61834964,183855,110692.57171300
870631.20564606,1095491.61277332,183905,184487.61952200
932357.80050904,1095791.58489172,183919,125991.54503900
1099297.11380918,1095461.61556148,183958,182687.74030700
1081281.64833399,1095431.61834964,184025,113392.39053500
993574.38219454,1095641.59883252,184142,129591.30346900
886516.61608589,1095641.59883252,184192,70195.28937900
990709.30816809,1095521.60998516,184216,81894.50427600
1000054.54962608,1095551.607197,184218,55796.25566000
872386.2509921,1095581.60440884,184264,284380.91594600
966213.67526135,1095551.607197,184283,52196.49723100
1069041.3320744,1095491.61277332,184308,57596.13487500
965358.65316968,1095401.6211378,184345,78294.74584600
968298.729134,1095221.63786676,184350,62995.77252000
1085526.75801715,1095311.62950228,184383,59396.01409000
1092261.93203744,1095431.61834964,184387,96293.53799400
956178.415975,1095221.63786676,184417,84594.32309800
989554.27832497,1095431.61834964,184431,50396.61801600
1091901.92273569,1095281.63229044,184461,58496.07448200
1074186.46501195,1095461.61556148,184604,67495.47055700
874936.31687952,1095131.64623124,184622,89094.02113500
967278.70277903,1095431.61834964,184644,146690.15601000
968748.74076119,1095101.6490194,184645,55796.25566000
1080051.616553,1095041.65459572,184678,212385.74735200
1046690.7545906,1095311.62950228,184740,50396.61801600
1064391.21192677,1095281.63229044,184746,63895.71212700
1074651.47702671,1095401.6211378,184752,79194.68545300
877816.39129354,1095251.6350786,184773,106192.87367600
889156.68429874,1095191.64065492,184777,294280.25162800
918647.4462673,1094951.6629602,184782,224084.96224900
1092606.94095162,1095401.6211378,184931,53996.37644500
985654.17755598,1095311.62950228,184968,82794.44388300
1070361.36618083,1095191.64065492,184989,163789.00855100
1073016.43478125,1095041.65459572,184995,738850.41769500
1075116.48904148,1095101.6490194,184999,66595.53094900
952578.32295747,1095011.65738388,185025,103493.05485400
957228.44310511,1095011.65738388,185026,59396.01409000
969888.77021674,1095191.64065492,185034,58496.07448300
935507.88189937,1094981.66017204,185093,116092.20935800
1090176.87816479,1095101.6490194,185142,154789.61247700
973818.87176087,1095041.65459572,185171,61195.89330500
1013464.89611636,1095071.65180756,185181,74694.98741600
1087296.80375077,1095221.63786676,185205,79194.68545300
873931.29091213,1095101.6490194,185221,118792.02818000
1073481.44679602,1094651.6908418,185269,131391.18268400
1074876.48284031,1095101.6490194,185270,71995.16859400
1078836.58515958,1094441.71035892,185272,239383.93557500
1079721.60802639,1094351.7187234,185273,423871.55509700
1097857.07660217,1095071.65180756,185280,51296.55762300
1113712.48626686,1095011.65738388,185284,99893.29642400
1082511.68011497,1094801.676901,185347,178188.04227000
1027730.2646983,1095041.65459572,185411,51296.55762300
1068786.32548566,1094831.67411284,185434,116992.14896500
995839.44071806,1095101.6490194,185482,60295.95369700
1060956.12317254,1094561.69920628,185503,1184320.52337000
1063701.19409841,1095071.65180756,185505,76494.86663100
956253.41791286,1094951.6629602,185540,79194.68545300
956658.42837733,1094591.69641812,185541,248383.33164900
985369.17019209,1095011.65738388,185554,125991.54503900
1068261.3119206,1094681.68805364,185579,277181.39908600
995509.43219146,1095071.65180756,185627,50396.61801600
1089471.85994886,1095011.65738388,185658,61195.89330500
1099222.11187132,1094831.67411284,185662,80094.62506100
1111612.43200663,1094981.66017204,185666,131391.18268400
936302.90244074,1095041.65459572,185685,91793.83995700
945963.15203777,1094591.69641812,185687,177288.10266200
958188.46790978,1094921.66574836,185691,57596.13487500
1063416.18673452,1094981.66017204,185729,112492.45092800
1075341.49485507,1094621.69362996,185736,70195.28937900
1073886.45726049,1094651.6908418,185804,106192.87367600
974688.8942401,1094771.67968916,185838,140390.57875800
1037300.51196989,1094351.7187234,185854,120591.90739500
1053995.94333866,1094711.68526548,185862,89993.96074200
1075581.50105624,1094321.72151156,185870,163789.00855100
968793.74192391,1094711.68526548,185985,74694.98741600
1075791.50648226,1094741.68247732,186012,66595.53094900
874291.30021388,1094681.68805364,186030,70195.28937900
936872.91716852,1094711.68526548,186110,80094.62506100
1059906.09604243,1094711.68526548,186148,51296.55762300
1091616.9153718,1094561.69920628,186166,722651.50476200
1099972.13124997,1094831.67411284,186171,54896.31605300
1058766.06658688,1094621.69362996,186215,338377.29239100
1072806.42935523,1094171.73545235,186297,302379.70809500
1090521.88707897,1094531.70199444,186305,120591.90739500
873781.2870364,1094621.69362996,186318,308679.28534600
935417.87957394,1094171.73545235,186331,779347.70002900
1108627.3548796,1094621.69362996,186384,138590.69954300
1037735.52320951,1094591.69641812,186427,67495.47055700
1067211.28479049,1094591.69641812,186587,66595.53094900
1084731.73747578,1094531.70199444,186597,60295.95369700
1038470.54220059,1094411.71314708,186651,90893.90035000
1098307.08822936,1094291.72429971,186685,164688.94815900
871741.23432646,1094381.71593524,186693,97193.47760200
935837.89042598,1094651.6908418,186709,159289.31051400
1065741.24680834,1094561.69920628,186739,81894.50427600
1101217.16341853,1094411.71314708,186750,677654.52439000
1055525.98287111,1094531.70199444,186809,56696.19526800
1077876.56035491,1094621.69362996,186817,77394.80623800
932027.79198243,1094531.70199444,186848,78294.74584600
1113712.48626686,1094381.71593524,186896,71095.22898600
929867.73617192,1094531.70199444,186909,196186.83441800
1068426.31618391,1093991.75218131,186954,395073.48765900
1095367.01226505,1094441.71035892,186964,62995.77252000
971463.8109119,1094531.70199444,187004,81894.50427600
1052885.91465826,1094411.71314708,187031,80094.62506100
1102087.18589777,1094381.71593524,187043,361775.72218400
997429.4818008,1094441.71035892,187073,218685.32460400
1066701.27161301,1094411.71314708,187104,94493.65878000
1071936.406876,1094441.71035892,187107,80094.62506100
1080861.63748194,1094411.71314708,187110,147590.09561700
1082901.69019187,1093721.77727475,187113,193487.01559600
956913.43496607,1094411.71314708,187142,53096.43683800
1072296.41617775,1094321.72151156,187168,100793.23603200
1084761.73825093,1094291.72429971,187178,55796.25566000
1089831.86925061,1094291.72429971,187251,115192.26975000
990109.29266517,1094051.74660499,187363,302379.70809500
1042250.63986899,1094261.72708787,187377,62095.83291200
1087866.81847854,1094291.72429971,187464,152089.79365500
1090761.89328014,1094141.73824051,187465,403172.94412600
869371.17308993,1094231.72987603,187472,78294.74584600
995134.42250213,1093841.76612211,187503,481467.68997200
1047755.78210829,1093781.77169843,187523,679454.40360500
1108627.3548796,1094111.74102867,187547,79194.68545300
871411.22579986,1094201.73266419,187554,116992.14896500
936692.91251764,1093991.75218131,187567,113392.39053500
1010434.81782661,1094081.74381683,187721,51296.55762300
1053335.92628545,1094201.73266419,187736,53996.37644500
958293.47062279,1094021.74939315,187770,121491.84700200
1038230.53599942,1093811.76891027,187790,172788.40462500
1058211.05224668,1093691.78006291,187798,223185.02264100
983599.12445848,1093991.75218131,187842,79194.68545300
1063461.18789724,1094111.74102867,187868,179987.92148500
1068861.32742353,1094171.73545235,187869,78294.74584600
1113697.48587928,1093991.75218131,187882,114292.33014300
1036790.49879241,1093541.79400371,187918,584960.74482700
1055240.97550722,1094021.74939315,187927,64795.65173500
1010104.8093,1093781.77169843,187971,119691.96778700
1066566.26812485,1093601.78842739,187987,185387.55912900
1062756.16968131,1094021.74939315,188046,87294.14192000
927512.67532295,1093991.75218131,188132,51296.55762300
957183.44194239,1093961.75496947,188138,63895.71212700
973143.85432008,1093991.75218131,188147,70195.28937900
1056396.00535035,1093901.76054579,188160,53996.37644500
1108807.35953048,1093751.77448659,188173,198886.65324100
1083441.7041445,1093841.76612211,188227,70195.28937900
1058931.07085019,1093511.79679187,188288,134091.00150600
1069161.33517499,1093601.78842739,188295,116092.20935800
924152.5885066,1093841.76612211,188327,68395.41016400
1057326.02937987,1093481.79958003,188441,107092.81328400
1064541.2158025,1093691.78006291,188448,54896.31605300
1065171.23208056,1093331.81352083,188449,265482.18419000
1087446.8076265,1093571.79121555,188525,115192.26975000
1100752.15140377,1093631.78563923,188529,66595.53094900
1106692.30488268,1093001.84419059,188534,234884.23753700
875851.34052147,1093661.78285107,188545,50396.61801600
947373.18846963,1093781.77169843,188621,56696.19526800
980764.05120718,1093451.80236819,188634,58496.07448300
1038080.53212369,1093631.78563923,188735,196186.83441900
1067646.29603011,1093511.79679187,188746,290680.49319800
907772.16527686,1093571.79121555,188778,96293.53799400
936632.91096735,1093751.77448659,188783,89993.96074200
1008859.77713144,1093661.78285107,188806,81894.50427600
1025315.20229905,1093601.78842739,188810,53096.43683800
1072926.43245581,1093721.77727475,188835,104392.99446100
1076766.53167451,1091471.98638674,188836,3889538.98328600
963423.60317277,1093631.78563923,188882,62095.83291200
990214.29537818,1093721.77727475,188894,60295.95369700
1042595.64878317,1093571.79121555,188969,97193.47760200
1090521.88707897,1093661.78285107,188984,51296.55762300
1098562.09481811,1093631.78563923,189053,55796.25566000
935147.87259762,1093601.78842739,189082,86394.20231300
1054850.96543032,1093631.78563923,189120,58496.07448300
883156.52926953,1093481.79958003,189239,77394.80623800
982864.1054674,1093511.79679187,189263,65695.59134200
1047050.76389235,1093361.81073267,189290,173688.34423300
1060971.12356012,1092821.86091955,189297,344676.86964400
1070001.35687908,1093061.83861427,189301,829744.31804600
956973.43651637,1093271.81909715,189336,57596.13487500
1063656.19293569,1093361.81073267,189369,175488.22344800
1060371.1080572,1093121.83303795,189441,69295.34977200
1068111.30804487,1093481.79958003,189444,76494.86663100
1093026.95180366,1093481.79958003,189455,60295.95369700
973923.87447388,1093061.83861427,189490,224984.90185600
1018175.01781429,1093331.81352083,189504,58496.07448300
1062576.16503043,1093361.81073267,189597,214185.62656700
1035305.46042268,1093181.82746163,189671,85494.26270500
1061346.13324944,1092641.87764851,189684,536364.00602500
1104082.23744498,1092341.90553011,189697,818045.10314900
873556.2812228,1093271.81909715,189783,206986.10970800
932417.80205933,1093301.81630899,189792,65695.59134200
1080486.62779262,1093301.81630899,189834,53096.43683800
971148.80277287,1093271.81909715,189864,290680.49319800
1069356.34021344,1093211.82467347,189905,60295.95369700
1107997.33860154,1093271.81909715,189928,143090.39758000
1011829.8538709,1093211.82467347,189970,74694.98741600
1036235.48445221,1093271.81909715,189976,755049.33062900
1079931.61345241,1092911.85255507,189992,262782.36536800
1111072.41805401,1093151.83024979,190009,138590.69954300
1008979.78023203,1093211.82467347,190042,118792.02818000
1047035.76350478,1092941.84976691,190060,110692.57171300
1052825.91310797,1093061.83861427,190065,65695.59134200
1065996.25339708,1092791.86370771,190068,314978.86259800
1081776.6611239,1093241.82188531,190074,76494.86663100
1055270.97628237,1093091.83582611,190147,126891.48464700
1071261.38943521,1092251.91389459,190154,387873.97080000
1105147.26496266,1093151.83024979,190176,194386.95520400
980314.03957999,1092701.87207219,190209,313178.98338300
1044575.69994281,1092971.84697875,190297,51296.55762300
1092471.93746346,1093001.84419059,190312,223185.02264100
927737.68113655,1093091.83582611,190338,55796.25566000
1037435.51545805,1092611.88043667,190361,62995.77252000
1062696.16813101,1091981.93898802,190435,1085327.16655200
1036925.50228057,1092941.84976691,190492,107992.75289100
1037555.51855863,1092941.84976691,190494,87294.14192000
1056095.99759889,1093001.84419059,190509,59396.01409000
970443.78455694,1093061.83861427,190552,56696.19526800
973713.86904786,1092821.86091955,190556,103493.05485400
912812.29550139,1092821.86091955,190616,66595.53094900
1001749.59342183,1092851.85813139,190641,161089.18972900
1067601.29486739,1092941.84976691,190750,83694.38349000
990289.29731604,1092941.84976691,190798,55796.25566000
1078446.57508269,1092911.85255507,190819,53996.37644500
979369.01516289,1092551.88601299,190949,89993.96074200
1074096.46268651,1092671.87486035,191235,54896.31605300
1103242.21574089,1092401.89995379,191245,295180.19123500
920927.5051784,1092761.86649587,191263,127791.42425400
948798.22528907,1092731.86928403,191274,53996.37644500
998089.49885402,1092791.86370771,191293,60295.95369700
1069881.35377849,1092251.91389459,191318,372574.99747300
1074531.47392613,1092401.89995379,191321,55796.25566000
906707.13775918,1092641.87764851,191345,281681.09712400
1052990.91737127,1092371.90274195,191391,162889.06894400
1091226.9052949,1092281.91110643,191411,284380.91594600
965103.64658094,1092581.88322483,191441,116992.14896500
869866.18587984,1092581.88322483,191499,66595.53094900
947568.19350808,1092551.88601299,191516,59396.01409000
871456.22696258,1092491.89158931,191581,54896.31605300
980539.04539358,1092191.91947091,191607,123291.72621700
1002874.62248981,1092431.89716563,191611,109792.63210600
1035020.45305879,1092431.89716563,191621,84594.32309800
1066296.26114854,1092491.89158931,191632,168288.70658800
1094256.98358465,1092371.90274195,191722,50396.61801600
1102177.1882232,1092521.88880115,191723,55796.25566000
993439.37870638,1092521.88880115,191749,50396.61801600
1038035.53096097,1092281.91110643,191759,243883.63361200
1069161.33517499,1092281.91110643,191772,137690.75993600
1090011.87390148,1092611.88043667,191782,281681.09712300
948783.2249015,1092341.90553011,191808,111592.51132100
1107427.32387376,1092551.88601299,191871,60295.95369700
946938.17723002,1092521.88880115,191892,69295.34977200
1061271.13131158,1092461.89437747,192010,134091.00150600
1059051.07395077,1091951.94177618,192090,459869.13939300
1101382.16768183,1092191.91947091,192105,614658.75187000
885106.57965403,1092161.92225907,192121,107092.81328300
971613.81478763,1092191.91947091,192139,94493.65878000
1080201.62042873,1092311.90831827,192177,94493.65878000
1034405.4371683,1087662.34048305,192238,6817942.46584400
