"a_Own_Name","totarea"
"0125",203440.120396
"0130",6212.319261
"0135",8599003.53122
"0220",194352.134628
"0310",3168625.921005
"0320",79081.743143
"0340",155535980.938931
"0395",12059301.026017
"0510",152614.505066
"0630",2127431.476347
"0660",1176522.279073
"0710",6583552.537456
"0910",3880893.644976
NA,2409032921.58498
