"a_Own_Name","totarea"
"0135",146840726.036603
"0310",67318886.278536
"0315",185435510.445163
"0320",1427596.213368
"0330",626119670.18567
"0340",145259508.090716
"0395",82712.477879
"0510",487272.007833
"0520",21666907.108975
"0620",1599793.346694
"0630",35131525.465773
"0660",13287515.690152
"0710",192195353.771906
"0910",197615046.189069
NA,3149733654.3203
