"a_Own_Name","totarea"
"0125",17459294.435678
"0135",20211979.068567
"0315",81587697.481438
"0395",24978681.906151
"0710",47937217.180777
"0720",10085128.697741
"0910",7731248.846482
NA,2202600694.30647
