"a_Own_Name","totarea"
"0120",374168.478506
"0125",4360407.133049
"0135",4893437.656425
"0220",32747850.081282
"0310",1889529.888346
"0320",1824235.39627
"0330",778135.673693
"0710",898540.459538
"0910",964450.243607
NA,169840338.684595
