"a_Own_Name","totarea"
"0125",182343.938153
"0130",1202230501.61918
"0135",116040795.444308
"0145",7309783.725569
"0220",466275.110371
"0310",7439319.578279
"0320",18330.874311
"0330",54912612.246065
"0340",20735505.333246
"0390",8100150.967515
"0395",499165.66328
"0710",3916693.16774
"0720",172847867.005028
NA,6112552327.40522
