"a_Own_Name","totarea"
"0130",83300816.585241
"0135",82465294.021343
"0310",29885918.046713
"0320",5446952.718674
"0330",120622306.312142
"0610",10933.361279
"0630",1815562.991476
"0710",44381176.535695
NA,3748369036.90504
