"a_Own_Name","totarea"
"BLM",80942789.509621
"CNTY",2122110.024929
"DESG",1588593804.77446
"FWS",172548.374722
"NGO",2199369.995848
"NPS",93099346.388165
"PVT",398363.118116
"SDOL",67050744.354513
"SFW",2878733.784265
"SPR",826493.297298
"UNK",64160438.722251
"USFS",2030896943.14924
NA,109575519.309391
