"a_Own_Name","totarea"
"0110",15800367166.1649
"0125",8156617.959943
"0130",1057447639.30758
"0135",1481134643.79637
"0145",154589.102445
"0220",326931005.201427
"0310",61151597.108759
"0320",1407399090.48863
"0330",230119888.639662
"0340",2541738.032836
"0510",3956889.515075
"0520",2465524.239076
"0630",2071834.463882
"0710",33384067.193186
"0910",28354350.624995
NA,3802488548.66482
