"a_Own_Name","totarea"
"0125",308962367.751659
"0135",74033422.68565
"0340",309936802.645578
"0395",295298660.167952
"0630",5771490.927252
"0710",63797093.439283
"0720",7327887.467445
"0910",1592743.839126
NA,3268462266.82218
