"a_Own_Name","totarea"
"0110",948540805.381015
"0130",2845696474.92334
"0135",74210826.216168
"0145",99962174.48683
"0170",1890137.81333
"0310",15667831.758073
"0320",341537858.93954
"0330",118442767.310727
"0420",5937618.610495
"0510",20925150.621016
"0520",9776911.571346
"0620",228572.473166
"0630",1607655.835025
"0660",2344.41724
"0710",95855887.637978
"0720",996386327.749944
"0800",11583585.267179
"0910",11819243.951389
NA,5070711179.82987
