"a_Own_Name","totarea"
"0135",100217232.592695
"0220",2227767.319377
"0310",3985168.450684
"0320",52886.503817
"0330",4985109.466176
"0630",3408846.976927
"0710",3675583.046875
"0910",348329.988438
NA,1357687122.38254
