"a_Own_Name","totarea"
"0125",129471870.032716
"0130",179989853.489857
"0135",434987779.785609
"0310",116120833.181999
"0330",228755925.362113
"0350",202402520.407662
"0370",28239541.200292
"0510",3154589.926949
"0520",3424909.207155
"0620",266759.19344
"0630",28541120.718034
"0710",168605155.661816
"0800",966730.084325
"0910",2039830.164141
NA,11421793892.1849
