"a_Own_Name","totarea"
"CITY",8569768.20238
"CNTY",8597746.457782
"DESG",19941176.998873
"FWS",16145403.363142
"JNT",1011540.684044
"NGO",23362931.033889
"NOAA",829989.229368
"NPS",10435575.651279
"OTHF",68311.677472
"OTHS",73115054.036409
"PVT",203473778.311144
"REG",1717965.024051
"RWD",6672.932422
"SDC",1764541.701315
"SDNR",36779614.515126
"SFW",27007983.647509
"SPR",22611335.52284
"UNK",93687971.683903
"UNKL",313622.02876
"USFS",32396.018809
NA,5898436046.98564
