"a_Own_Name","totarea"
"0110",849360815.316297
"0120",114930.827121
"0125",40169.692072
"0130",1304614947.66266
"0135",359939593.713604
"0145",67429244.896448
"0165",1440152.451804
"0170",341.329324
"0310",25436476.032102
"0330",59442776.772051
"0340",28200.188168
"0395",11282681.023956
"0410",23392533.112447
"0510",2883760.991659
"0520",37191723.696372
"0620",22359370.446726
"0630",4742064.680167
"0710",7728329.742068
"0910",8201789.918026
NA,4323859424.458
