"a_Own_Name","totarea"
"0125",22665730.068696
"0130",201612211.420628
"0135",508226412.383259
"0310",61790347.06613
"0320",9259746.815197
"0395",293804505.331174
"0510",85142.638305
"0520",822.769315
"0620",45269.334988
"0630",12398233.848411
"0660",1949201.505122
"0710",20985823.294449
"0910",9906346.891958
NA,4334562951.31132
