"a_Own_Name","totarea"
"0125",3429408.183101
"0135",5791259.802836
"0310",12190055.075995
"0320",31148456.877425
"0330",9026707.104875
"0510",22502.183735
"0710",761151.175656
NA,1164984893.05312
