"a_Own_Name","totarea"
"0125",6428849.4184
"0130",5686063.584451
"0135",31813161.585287
"0140",12298245.224058
"0145",5673.027812
"0165",1617637.357901
"0310",1199537.33481
"0320",1738.429433
"0330",3306025.662233
"0340",2135073.617148
"0350",3494584.419638
"0370",578216.4046
"0630",53144.340754
"0660",178107.708199
"0710",3591411.941162
"0800",40788.700152
"0910",59250.687946
NA,647074714.90364
