"a_Own_Name","totarea"
"0125",1799.980644
"0130",790649.193441
"0135",321929.083751
"0145",154826.544631
"0310",100899.339849
"0330",24299.738693
"0395",314389.962924
"0630",2812.55205
"0710",20015.701378
"0910",29241.241248
NA,22208184.341614
