"a_Own_Name","totarea"
"0125",14313308.819736
"0130",32900422.360439
"0135",9118382.386298
"0310",46886425.121956
"0315",10002249.452106
"0320",3140764.174207
"0330",264299224.062248
"0340",14731458.235444
"0350",281643.331479
"0510",12589184.966547
"0610",575664.084865
"0620",2195039.81524
"0630",9342833.832307
"0650",95411.45937
"0660",1648150.929429
"0710",92905126.969244
"0910",141504128.158536
NA,2784714497.09263
