"a_Own_Name","totarea"
"0125",58877665.96712
"0130",527927396.092961
"0135",3437986.054484
"0145",1194067.590974
"0170",145589.886061
"0310",32702265.11038
"0330",70512594.688895
"0340",106201600.796588
"0510",233389.624886
"0520",1344269.041039
"0630",4295414.000577
"0660",5563704.657018
"0710",2393063.228902
"0910",28502825.377406
NA,3885590141.5558
