"a_Own_Name","totarea"
"0130",139173225.944706
"0135",18183439.072348
"0145",30063407.658913
"0310",4947883.189896
"0315",207440703.642667
"0395",8829723.844645
"0620",254499.642201
"0630",379491.283651
"0710",12807140.38735
"0720",1267389.323573
"0910",12921.396114
NA,1192956004.16188
