"a_Own_Name","totarea"
"0100",42643095.436359
"0125",31354717.457173
"0130",105186530.429596
"0135",163983605.896175
"0145",3342206.544753
"0310",11376359.179535
"0330",58667888.273262
"0340",1790778.239808
"0350",6992446.454353
"0370",3971321.39024
"0630",170940.771935
"0710",24145195.378617
"0720",2800952.747978
"0910",23779619.90626
NA,3419554437.10772
