"a_Own_Name","totarea"
"0110",381271198.010664
"0120",7113570.914045
"0125",25238234.147764
"0130",1276299.160083
"0135",952089918.57703
"0145",381673862.582566
"0155",5984533.27965
"0220",8707.187497
"0310",3221736.65031
"0320",70928054.280676
"0330",416913.417689
"0510",0.265907
"0520",4473.349652
"0630",20482280.391774
"0720",187623818.016247
NA,735819980.236434
