"a_Own_Name","totarea"
"0125",44842468.374476
"0130",1802437466.78887
"0135",410818647.454
"0145",8389408.857069
"0220",5027709.418764
"0310",43215491.594712
"0320",128911.923081
"0330",277012661.712413
"0340",501459.965392
"0365",609801.371438
"0380",55.042228
"0510",5198227.779466
"0630",3744699.513006
"0710",16498801.604101
"0720",3425181.613366
"0910",510938.625092
NA,6324375883.47032
