"a_Own_Name","totarea"
"0125",20567106.016505
"0135",36347972.316039
"0145",1389822.675959
"0165",2635102.593508
"0170",18901.338162
"0310",7734477.315429
"0315",24539984.763577
"0320",49052.037113
"0330",3629931.927528
"0340",271534799.486185
"0420",59101.592802
"0510",42838107.910375
"0520",53540393.633681
"0610",422124.07938
"0620",682209.159721
"0630",5667176.119718
"0660",15123560.369247
"0710",49523727.78665
"0800",11159036.856635
"0910",50661884.809544
NA,802414171.897087
