"a_Own_Name","totarea"
"0100",22033595.004076
"0130",3804845697.94633
"0135",48678509.373922
"0145",45600567.556614
"0220",4131591.0409
"0310",41965790.127639
"0330",162162089.119917
"0370",55425057.525972
"0510",6194206.445697
"0520",3044530.569699
"0620",1296636.081802
"0630",4532283.564028
"0660",36720283.563282
"0710",81690305.67646
"0800",1136928.752736
"0910",31398792.550336
NA,8492987886.50323
