"a_Own_Name","totarea"
"0125",2865379.60891
"0130",1808217.813443
"0135",13083052.220167
"0145",147693236.094385
"0395",41006740.360402
"0520",4727665.481969
"0630",2322342.772488
"0660",159851.560288
"0710",7621600.782393
"0720",25739285.687157
"0800",1747579.910358
"0910",18958421.706617
NA,524872508.304909
