"a_Own_Name","totarea"
"0125",17174737.291999
"0135",53452400.475255
"0145",110801916.01189
"0165",199173.389013
"0170",7837740.788031
"0310",250161618.732506
"0315",95331291.382937
"0320",6341445.365596
"0330",116941270.288085
"0340",263789480.373965
"0395",4789867.831382
"0420",70438.668156
"0510",73407620.592053
"0520",72699167.623719
"0610",1283595.514816
"0630",17487138.115468
"0660",28340396.957266
"0710",85357162.545911
"0800",3093239.280803
"0910",275717509.677364
NA,3426896326.44509
